waktu,id,username,teks,tweet_casefolding,tweet_cleansing,tweet_token,tweet_stopword,tweet_normalization,tweet_stemming,clean_data,polarity_score,polarity
########,1.57e+18,Berita Jakarta,Tiga trotoar di tiga ruas jalan di Jakarta Barat usung konsep complete street. Artinya ketiga trotoar tersebut dipastikan ramah pejalan kaki serta disabilitas,tiga trotoar di tiga ruas jalan di jakarta barat usung konsep complete street. artinya ketiga trotoar tersebut dipastikan ramah pejalan kaki serta disabilitas,tiga trotoar di tiga ruas jalan di jakarta barat usung konsep complete street artinya ketiga trotoar tersebut dipastikan ramah pejalan kaki serta disabilitas,"['tiga', 'trotoar', 'di', 'tiga', 'ruas', 'jalan', 'di', 'jakarta', 'barat', 'usung', 'konsep', 'complete', 'street', 'artinya', 'ketiga', 'trotoar', 'tersebut', 'dipastikan', 'ramah', 'pejalan', 'kaki', 'serta', 'disabilitas']","['trotoar', 'ruas', 'jalan', 'jakarta', 'barat', 'usung', 'konsep', 'complete', 'street', 'ketiga', 'trotoar', 'ramah', 'pejalan', 'kaki', 'disabilitas']","['trotoar', 'ruas', 'jalan', 'jakarta', 'barat', 'usung', 'konsep', 'komplit', 'street', 'ketiga', 'trotoar', 'ramah', 'jalan', 'kaki', 'disabilitas']","['trotoar', 'ruas', 'jalan', 'jakarta', 'barat', 'usung', 'konsep', 'komplit', 'street', 'tiga', 'trotoar', 'ramah', 'jalan', 'kaki', 'disabilitas']",trotoar ruas jalan jakarta barat usung konsep komplit street tiga trotoar ramah jalan kaki disabilitas,5,1
########,1.57e+18,Ã°Å¸Å’Â¿,Pak/Bu boleh tau ini proyek kapan finish-nya? @DKIJakarta Kasian penyandang disabilitas masih belum bisa menikmati trotoar bagusnya. Dari warga blok m dan sekitarnya,pak/bu boleh tau ini proyek kapan finish-nya? @dkijakarta kasian penyandang disabilitas masih belum bisa menikmati trotoar bagusnya. dari warga blok m dan sekitarnya,pakbu boleh tau ini proyek kapan finishnya kasian penyandang disabilitas masih belum bisa menikmati trotoar bagusnya dari warga blok dan sekitarnya,"['pakbu', 'boleh', 'tau', 'ini', 'proyek', 'kapan', 'finishnya', 'kasian', 'penyandang', 'disabilitas', 'masih', 'belum', 'bisa', 'menikmati', 'trotoar', 'bagusnya', 'dari', 'warga', 'blok', 'dan', 'sekitarnya']","['pakbu', 'tau', 'proyek', 'finishnya', 'kasian', 'penyandang', 'disabilitas', 'menikmati', 'trotoar', 'bagusnya', 'warga', 'blok']","['bapak ibu', 'tahu', 'proyek', 'selesainya', 'kasihan', 'penyandang', 'disabilitas', 'menikmati', 'trotoar', 'bagusnya', 'warga', 'blok']","['bapak ibu', 'tahu', 'proyek', 'selesai', 'kasihan', 'sandang', 'disabilitas', 'nikmat', 'trotoar', 'bagus', 'warga', 'blok']",bapak ibu tahu proyek selesai kasihan sandang disabilitas nikmat trotoar bagus warga blok,4,1
########,1.57e+18,Muhammad Fatih,"Ya, sama kyk di @PT_Transjakarta. Gw udah beberapa kali ngeliat penumpang perempuan di bus rute D21 justru duduk di kursi prioritas utk org tua, bumil, & disabilitas.","ya, sama kyk di @pt_transjakarta. gw udah beberapa kali ngeliat penumpang perempuan di bus rute d21 justru duduk di kursi prioritas utk org tua, bumil, & disabilitas.",ya sama kyk di transjakarta gw udah beberapa kali ngeliat penumpang perempuan di bus rute justru duduk di kursi prioritas utk org tua bumil disabilitas,"['ya', 'sama', 'kyk', 'di', 'transjakarta', 'gw', 'udah', 'beberapa', 'kali', 'ngeliat', 'penumpang', 'perempuan', 'di', 'bus', 'rute', 'justru', 'duduk', 'di', 'kursi', 'prioritas', 'utk', 'org', 'tua', 'bumil', 'disabilitas']","['kyk', 'transjakarta', 'ngeliat', 'perempuan', 'bus', 'rute', 'duduk', 'kursi', 'prioritas', 'tua', 'bumil', 'disabilitas']","['seperti', 'transjakarta', 'melihat', 'perempuan', 'bus', 'rute', 'duduk', 'kursi', 'prioritas', 'tua', 'ibu hamil', 'disabilitas']","['seperti', 'transjakarta', 'lihat', 'perempuan', 'bus', 'rute', 'duduk', 'kursi', 'prioritas', 'tua', 'ibu hamil', 'disabilitas']",seperti transjakarta lihat perempuan bus rute duduk kursi prioritas tua ibu hamil disabilitas,0,1
########,1.57e+18,Barquddin Rauhul,"Saya pas di jakarta juga lebih senang naik public transportation, malah malas kalo naik kendaraan pribadi. Kebalikannya kalo di Semarang. Ni kebetulan pas naik bus trans, karna motor di bengkel. Jalannya bus ngebut, halte ga ramah disabilitas, jalanan padat.","saya pas di jakarta juga lebih senang naik public transportation, malah malas kalo naik kendaraan pribadi. kebalikannya kalo di semarang. ni kebetulan pas naik bus trans, karna motor di bengkel. jalannya bus ngebut, halte ga ramah disabilitas, jalanan padat.",saya pas di jakarta juga lebih senang naik public transportation malah malas kalo naik kendaraan pribadi kebalikannya kalo di semarang ni kebetulan pas naik bus trans karna motor di bengkel jalannya bus ngebut halte ga ramah disabilitas jalanan padat,"['saya', 'pas', 'di', 'jakarta', 'juga', 'lebih', 'senang', 'naik', 'public', 'transportation', 'malah', 'malas', 'kalo', 'naik', 'kendaraan', 'pribadi', 'kebalikannya', 'kalo', 'di', 'semarang', 'ni', 'kebetulan', 'pas', 'naik', 'bus', 'trans', 'karna', 'motor', 'di', 'bengkel', 'jalannya', 'bus', 'ngebut', 'halte', 'ga', 'ramah', 'disabilitas', 'jalanan', 'padat']","['pas', 'jakarta', 'senang', 'public', 'transportation', 'malas', 'kendaraan', 'pribadi', 'kebalikannya', 'semarang', 'pas', 'bus', 'trans', 'karna', 'motor', 'bengkel', 'jalannya', 'bus', 'ngebut', 'halte', 'ga', 'ramah', 'disabilitas', 'jalanan', 'padat']","['pas', 'jakarta', 'senang', 'public', 'transportasi', 'malas', 'kendaraan', 'pribadi', 'kebalikannya', 'semarang', 'pas', 'bus', 'trans', 'karena', 'motor', 'bengkel', 'jalannya', 'bus', 'ngebut', 'halte', 'tidak', 'ramah', 'disabilitas', 'jalanan', 'padat']","['pas', 'jakarta', 'senang', 'public', 'transportasi', 'malas', 'kendara', 'pribadi', 'balik', 'semarang', 'pas', 'bus', 'trans', 'karena', 'motor', 'bengkel', 'jalan', 'bus', 'ngebut', 'halte', 'tidak', 'ramah', 'disabilitas', 'jalan', 'padat']",pas jakarta senang public transportasi malas kendara pribadi balik semarang pas bus trans karena motor bengkel jalan bus ngebut halte tidak ramah disabilitas jalan padat,-3,0
########,1.57e+18,Jeremiah Irawan,"Udah pernah naik belum? Di bus ini ada banyak CCTV semua gerak-gerik sopir dan penumpang terekam. Tempat duduk wanita, pria, dan lansia serta disabilitas dipisah. Jangan bayangkan bus kota jadul ya.","udah pernah naik belum? di bus ini ada banyak cctv semua gerak-gerik sopir dan penumpang terekam. tempat duduk wanita, pria, dan lansia serta disabilitas dipisah. jangan bayangkan bus kota jadul ya.",udah pernah naik belum di bus ini ada banyak cctv semua gerakgerik sopir dan penumpang terekam tempat duduk wanita pria dan lansia serta disabilitas dipisah jangan bayangkan bus kota jadul ya,"['udah', 'pernah', 'naik', 'belum', 'di', 'bus', 'ini', 'ada', 'banyak', 'cctv', 'semua', 'gerakgerik', 'sopir', 'dan', 'penumpang', 'terekam', 'tempat', 'duduk', 'wanita', 'pria', 'dan', 'lansia', 'serta', 'disabilitas', 'dipisah', 'jangan', 'bayangkan', 'bus', 'kota', 'jadul', 'ya']","['bus', 'cctv', 'gerakgerik', 'sopir', 'terekam', 'duduk', 'wanita', 'pria', 'lansia', 'disabilitas', 'dipisah', 'bayangkan', 'bus', 'kota', 'jadul']","['bus', 'cctv', 'gerak gerik', 'sopir', 'terekam', 'duduk', 'wanita', 'pria', 'lansia', 'disabilitas', 'dipisah', 'bayangkan', 'bus', 'kota', 'jadul']","['bus', 'cctv', 'gerak gerik', 'sopir', 'rekam', 'duduk', 'wanita', 'pria', 'lansia', 'disabilitas', 'pisah', 'bayang', 'bus', 'kota', 'jadul']",bus cctv gerak gerik sopir rekam duduk wanita pria lansia disabilitas pisah bayang bus kota jadul,-5,0
########,1.57e+18,pajri,"@PT_Transjakarta untuk petugas di dalam bus TJ koridor 1 kota-blok m sangat baik menghimbau dan mengingatkan penumpang, menjawab pertanyaan dari penumpang dengan bahasa yg baik dan sopan, serta sangat ramah terhadap penumpang disabilitas","@pt_transjakarta untuk petugas di dalam bus tj koridor 1 kota-blok m sangat baik menghimbau dan mengingatkan penumpang, menjawab pertanyaan dari penumpang dengan bahasa yg baik dan sopan, serta sangat ramah terhadap penumpang disabilitas",transjakarta untuk petugas di dalam bus tj koridor kotablok sangat baik menghimbau dan mengingatkan penumpang menjawab pertanyaan dari penumpang dengan bahasa yg baik dan sopan serta sangat ramah terhadap penumpang disabilitas,"['transjakarta', 'untuk', 'petugas', 'di', 'dalam', 'bus', 'tj', 'koridor', 'kotablok', 'sangat', 'baik', 'menghimbau', 'dan', 'mengingatkan', 'penumpang', 'menjawab', 'pertanyaan', 'dari', 'penumpang', 'dengan', 'bahasa', 'yg', 'baik', 'dan', 'sopan', 'serta', 'sangat', 'ramah', 'terhadap', 'penumpang', 'disabilitas']","['transjakarta', 'petugas', 'bus', 'tj', 'koridor', 'kotablok', 'menghimbau', 'bahasa', 'sopan', 'ramah', 'disabilitas']","['transjakarta', 'petugas', 'bus', 'tj', 'koridor', 'kotablok', 'mengimbau', 'bahasa', 'sopan', 'ramah', 'disabilitas']","['transjakarta', 'tugas', 'bus', 'tj', 'koridor', 'kotablok', 'imbau', 'bahasa', 'sopan', 'ramah', 'disabilitas']",transjakarta tugas bus tj koridor kotablok imbau bahasa sopan ramah disabilitas,1,1
########,1.57e+18,Pakdhe DulKam,"Jadi nek ada feminis ngamuk-ngamuk karena gak dapat kursi di kereta, ya apakah dia termasuk golongan yang layak dapat prioritas seperti lansia, bumil/menyusui, difabel? Atau dia lagi dalam keadaan sakit? Ya kalau bukan, gak berhak dia ngamuk. Dan ini bukan perkara feminisme.","jadi nek ada feminis ngamuk-ngamuk karena gak dapat kursi di kereta, ya apakah dia termasuk golongan yang layak dapat prioritas seperti lansia, bumil/menyusui, difabel? atau dia lagi dalam keadaan sakit? ya kalau bukan, gak berhak dia ngamuk. dan ini bukan perkara feminisme.",jadi nek ada feminis ngamukngamuk karena gak dapat kursi di kereta ya apakah dia termasuk golongan yang layak dapat prioritas seperti lansia bumilmenyusui difabel atau dia lagi dalam keadaan sakit ya kalau bukan gak berhak dia ngamuk dan ini bukan perkara feminisme,"['jadi', 'nek', 'ada', 'feminis', 'ngamukngamuk', 'karena', 'gak', 'dapat', 'kursi', 'di', 'kereta', 'ya', 'apakah', 'dia', 'termasuk', 'golongan', 'yang', 'layak', 'dapat', 'prioritas', 'seperti', 'lansia', 'bumilmenyusui', 'difabel', 'atau', 'dia', 'lagi', 'dalam', 'keadaan', 'sakit', 'ya', 'kalau', 'bukan', 'gak', 'berhak', 'dia', 'ngamuk', 'dan', 'ini', 'bukan', 'perkara', 'feminisme']","['feminis', 'ngamukngamuk', 'gak', 'kursi', 'kereta', 'golongan', 'layak', 'prioritas', 'lansia', 'bumilmenyusui', 'difabel', 'sakit', 'gak', 'berhak', 'ngamuk', 'perkara', 'feminisme']","['feminisme', 'ngamuk ngamuk', 'tidak', 'kursi', 'kereta', 'golongan', 'layak', 'prioritas', 'lansia', 'bumilmenyusui', 'difabel', 'sakit', 'tidak', 'berhak', 'marah', 'perkara', 'feminisme']","['feminisme', 'ngamuk ngamuk', 'tidak', 'kursi', 'kereta', 'golong', 'layak', 'prioritas', 'lansia', 'bumilmenyusui', 'difabel', 'sakit', 'tidak', 'hak', 'marah', 'perkara', 'feminisme']",feminisme ngamuk ngamuk tidak kursi kereta golong layak prioritas lansia bumilmenyusui difabel sakit tidak hak marah perkara feminisme,-26,0
########,1.57e+18,Ron,@natashalolanov @CurhatKRL ETIKA DI DALAM KERETA.\nSUDAH ADA SIGN\n1. LANSIA\n2. DISABILITAS\n3. HAMIL/BAWA BALITA,@natashalolanov @curhatkrl etika di dalam kereta.\nsudah ada sign\n1. lansia\n2. disabilitas\n3. hamil/bawa balita,etika di dalam kereta sudah ada sign lansia disabilitas hamilbawa balita,"['etika', 'di', 'dalam', 'kereta', 'sudah', 'ada', 'sign', 'lansia', 'disabilitas', 'hamilbawa', 'balita']","['etika', 'kereta', 'sign', 'lansia', 'disabilitas', 'hamilbawa', 'balita']","['etika', 'kereta', 'sign', 'lansia', 'disabilitas', 'hamil bawa', 'balita']","['etika', 'kereta', 'sign', 'lansia', 'disabilitas', 'hamil bawa', 'balita']",etika kereta sign lansia disabilitas hamil bawa balita,0,1
########,1.57e+18,jangan stalk *_____*,"prioritas orang duduk di kereta itu penyandang disabilitas, ibu hamil, dan yang bawa anak kecil.","prioritas orang duduk di kereta itu penyandang disabilitas, ibu hamil, dan yang bawa anak kecil.",prioritas orang duduk di kereta itu penyandang disabilitas ibu hamil dan yang bawa anak kecil,"['prioritas', 'orang', 'duduk', 'di', 'kereta', 'itu', 'penyandang', 'disabilitas', 'ibu', 'hamil', 'dan', 'yang', 'bawa', 'anak', 'kecil']","['prioritas', 'duduk', 'kereta', 'penyandang', 'disabilitas', 'hamil', 'bawa', 'anak']","['prioritas', 'duduk', 'kereta', 'penyandang', 'disabilitas', 'hamil', 'bawa', 'anak']","['prioritas', 'duduk', 'kereta', 'sandang', 'disabilitas', 'hamil', 'bawa', 'anak']",prioritas duduk kereta sandang disabilitas hamil bawa anak,0,1
########,1.57e+18,chizu,"Setuju sama masnya. Yg berhak dapet kursi itu ya cuma 4 orang, ibu hamil, bawa balita, lansia, penyandang disabilitas. Selain itu SAMA gaada bedanya, yg naik kereta dapet kursi duluan ya syukur kalo nggak ya berdiri. Yg cape ga cuma cewe bos cowo juga bisa cape kali.","setuju sama masnya. yg berhak dapet kursi itu ya cuma 4 orang, ibu hamil, bawa balita, lansia, penyandang disabilitas. selain itu sama gaada bedanya, yg naik kereta dapet kursi duluan ya syukur kalo nggak ya berdiri. yg cape ga cuma cewe bos cowo juga bisa cape kali.",setuju sama masnya yg berhak dapet kursi itu ya cuma orang ibu hamil bawa balita lansia penyandang disabilitas selain itu sama gaada bedanya yg naik kereta dapet kursi duluan ya syukur kalo nggak ya berdiri yg cape ga cuma cewe bos cowo juga bisa cape kali,"['setuju', 'sama', 'masnya', 'yg', 'berhak', 'dapet', 'kursi', 'itu', 'ya', 'cuma', 'orang', 'ibu', 'hamil', 'bawa', 'balita', 'lansia', 'penyandang', 'disabilitas', 'selain', 'itu', 'sama', 'gaada', 'bedanya', 'yg', 'naik', 'kereta', 'dapet', 'kursi', 'duluan', 'ya', 'syukur', 'kalo', 'nggak', 'ya', 'berdiri', 'yg', 'cape', 'ga', 'cuma', 'cewe', 'bos', 'cowo', 'juga', 'bisa', 'cape', 'kali']","['setuju', 'masnya', 'berhak', 'dapet', 'kursi', 'hamil', 'bawa', 'balita', 'lansia', 'penyandang', 'disabilitas', 'gaada', 'bedanya', 'kereta', 'dapet', 'kursi', 'duluan', 'syukur', 'nggak', 'berdiri', 'cape', 'ga', 'cewe', 'bos', 'cowo', 'cape']","['setuju', 'masnya', 'berhak', 'dapat', 'kursi', 'hamil', 'bawa', 'balita', 'lansia', 'penyandang', 'disabilitas', 'tidak ada', 'bedanya', 'kereta', 'dapat', 'kursi', 'duluan', 'syukur', 'tidak', 'berdiri', 'cape', 'tidak', 'cewek', 'bos', 'cowok', 'cape']","['tuju', 'mas', 'hak', 'dapat', 'kursi', 'hamil', 'bawa', 'balita', 'lansia', 'sandang', 'disabilitas', 'tidak ada', 'beda', 'kereta', 'dapat', 'kursi', 'duluan', 'syukur', 'tidak', 'diri', 'cape', 'tidak', 'cewek', 'bos', 'cowok', 'cape']",tuju mas hak dapat kursi hamil bawa balita lansia sandang disabilitas tidak ada beda kereta dapat kursi duluan syukur tidak diri cape tidak cewek bos cowok cape,0,1
########,1.57e+18,Exitar the Exterminator,Lu coba pake? Ribet ga daftarnya? Baca prosedur harus ke cs kai dulu gitu. Kayaknya baru itu aja deh yaa. Sama disabilitas kayanya juga tapi lupa info dari mana. Terakhir naik kereta 2020,lu coba pake? ribet ga daftarnya? baca prosedur harus ke cs kai dulu gitu. kayaknya baru itu aja deh yaa. sama disabilitas kayanya juga tapi lupa info dari mana. terakhir naik kereta 2020,lu coba pake ribet ga daftarnya baca prosedur harus ke cs kai dulu gitu kayaknya baru itu aja deh yaa sama disabilitas kayanya juga tapi lupa info dari mana terakhir naik kereta,"['lu', 'coba', 'pake', 'ribet', 'ga', 'daftarnya', 'baca', 'prosedur', 'harus', 'ke', 'cs', 'kai', 'dulu', 'gitu', 'kayaknya', 'baru', 'itu', 'aja', 'deh', 'yaa', 'sama', 'disabilitas', 'kayanya', 'juga', 'tapi', 'lupa', 'info', 'dari', 'mana', 'terakhir', 'naik', 'kereta']","['coba', 'pake', 'ribet', 'ga', 'daftarnya', 'baca', 'prosedur', 'cs', 'kayaknya', 'disabilitas', 'kayanya', 'lupa', 'info', 'kereta']","['coba', 'pakai', 'ribet', 'tidak', 'daftarnya', 'baca', 'prosedur', 'cs', 'sepertinya', 'disabilitas', 'sepertinya', 'lupa', 'info', 'kereta']","['coba', 'pakai', 'ribet', 'tidak', 'daftar', 'baca', 'prosedur', 'cs', 'seperti', 'disabilitas', 'seperti', 'lupa', 'info', 'kereta']",coba pakai ribet tidak daftar baca prosedur cs seperti disabilitas seperti lupa info kereta,-8,0
########,1.57e+18,Will of S,"Oh brati semua wanita yg berdiri dikereta menurut lo itu lemah, etika mana disekolahan yang ngajarin wanita muda, tidak hamil dan bukan disabilitas itu harus duduk di kereta? Katanya mnta kesetaraan, baru berdiri dikereta aja ngamuk2","oh brati semua wanita yg berdiri dikereta menurut lo itu lemah, etika mana disekolahan yang ngajarin wanita muda, tidak hamil dan bukan disabilitas itu harus duduk di kereta? katanya mnta kesetaraan, baru berdiri dikereta aja ngamuk2",oh brati semua wanita yg berdiri dikereta menurut lo itu lemah etika mana disekolahan yang ngajarin wanita muda tidak hamil dan bukan disabilitas itu harus duduk di kereta katanya mnta kesetaraan baru berdiri dikereta aja ngamuk,"['oh', 'brati', 'semua', 'wanita', 'yg', 'berdiri', 'dikereta', 'menurut', 'lo', 'itu', 'lemah', 'etika', 'mana', 'disekolahan', 'yang', 'ngajarin', 'wanita', 'muda', 'tidak', 'hamil', 'dan', 'bukan', 'disabilitas', 'itu', 'harus', 'duduk', 'di', 'kereta', 'katanya', 'mnta', 'kesetaraan', 'baru', 'berdiri', 'dikereta', 'aja', 'ngamuk']","['brati', 'wanita', 'berdiri', 'dikereta', 'lemah', 'etika', 'disekolahan', 'ngajarin', 'wanita', 'muda', 'hamil', 'disabilitas', 'duduk', 'kereta', 'mnta', 'kesetaraan', 'berdiri', 'dikereta', 'ngamuk']","['berarti', 'wanita', 'berdiri', 'dikereta', 'lemah', 'etika', 'disekolahan', 'ngajarin', 'wanita', 'muda', 'hamil', 'disabilitas', 'duduk', 'kereta', 'mnta', 'kesetaraan', 'berdiri', 'dikereta', 'marah']","['arti', 'wanita', 'diri', 'kereta', 'lemah', 'etika', 'sekolah', 'ngajarin', 'wanita', 'muda', 'hamil', 'disabilitas', 'duduk', 'kereta', 'mnta', 'tara', 'diri', 'kereta', 'marah']",arti wanita diri kereta lemah etika sekolah ngajarin wanita muda hamil disabilitas duduk kereta mnta tara diri kereta marah,0,1
########,1.57e+18,ked,"Kursi di kereta diprioritaskan u/ disabilitas, ibu hamil & lansia. Klo masi muda dan kondisi kereta penuh cewe cowo jg sama aja. Kecuali klo cewe naik kereta bareng cowonya, trs cowonya dapet duduk, cewenya engga, baru tuh ngerengek ma cowo lu gpp. Klo sama stranger mah jangan","kursi di kereta diprioritaskan u/ disabilitas, ibu hamil & lansia. klo masi muda dan kondisi kereta penuh cewe cowo jg sama aja. kecuali klo cewe naik kereta bareng cowonya, trs cowonya dapet duduk, cewenya engga, baru tuh ngerengek ma cowo lu gpp. klo sama stranger mah jangan",kursi di kereta diprioritaskan disabilitas ibu hamil lansia klo masi muda dan kondisi kereta penuh cewe cowo jg sama aja kecuali klo cewe naik kereta bareng cowonya trs cowonya dapet duduk cewenya engga baru tuh ngerengek ma cowo lu gpp klo sama stranger mah jangan,"['kursi', 'di', 'kereta', 'diprioritaskan', 'disabilitas', 'ibu', 'hamil', 'lansia', 'klo', 'masi', 'muda', 'dan', 'kondisi', 'kereta', 'penuh', 'cewe', 'cowo', 'jg', 'sama', 'aja', 'kecuali', 'klo', 'cewe', 'naik', 'kereta', 'bareng', 'cowonya', 'trs', 'cowonya', 'dapet', 'duduk', 'cewenya', 'engga', 'baru', 'tuh', 'ngerengek', 'ma', 'cowo', 'lu', 'gpp', 'klo', 'sama', 'stranger', 'mah', 'jangan']","['kursi', 'kereta', 'diprioritaskan', 'disabilitas', 'hamil', 'lansia', 'masi', 'muda', 'kondisi', 'kereta', 'penuh', 'cewe', 'cowo', 'kecuali', 'cewe', 'kereta', 'bareng', 'cowonya', 'trs', 'cowonya', 'dapet', 'duduk', 'cewenya', 'engga', 'ngerengek', 'cowo', 'stranger']","['kursi', 'kereta', 'diprioritaskan', 'disabilitas', 'hamil', 'lansia', 'masih', 'muda', 'kondisi', 'kereta', 'penuh', 'cewek', 'cowok', 'kecuali', 'cewek', 'kereta', 'bareng', 'cowok', 'terus', 'cowok', 'dapat', 'duduk', 'cewenya', 'engga', 'ngerengek', 'cowok', 'stranger']","['kursi', 'kereta', 'prioritas', 'disabilitas', 'hamil', 'lansia', 'masih', 'muda', 'kondisi', 'kereta', 'penuh', 'cewek', 'cowok', 'kecuali', 'cewek', 'kereta', 'bareng', 'cowok', 'terus', 'cowok', 'dapat', 'duduk', 'cewenya', 'engga', 'ngerengek', 'cowok', 'stranger']",kursi kereta prioritas disabilitas hamil lansia masih muda kondisi kereta penuh cewek cowok kecuali cewek kereta bareng cowok terus cowok dapat duduk cewenya engga ngerengek cowok stranger,-2,0
########,1.57e+18,aranaeko Ã°Å¸â€™â€“,"@hengdianyingyan lagian di kereta atau angkutan umum tulisannya juga yg dispesialkan, orang tua, ibu hamil, sama penyandang disabilitas :"")","@hengdianyingyan lagian di kereta atau angkutan umum tulisannya juga yg dispesialkan, orang tua, ibu hamil, sama penyandang disabilitas :"")",lagian di kereta atau angkutan umum tulisannya juga yg dispesialkan orang tua ibu hamil sama penyandang disabilitas,"['lagian', 'di', 'kereta', 'atau', 'angkutan', 'umum', 'tulisannya', 'juga', 'yg', 'dispesialkan', 'orang', 'tua', 'ibu', 'hamil', 'sama', 'penyandang', 'disabilitas']","['kereta', 'angkutan', 'tulisannya', 'dispesialkan', 'tua', 'hamil', 'penyandang', 'disabilitas']","['kereta', 'angkutan', 'tulisannya', 'dispesialkan', 'tua', 'hamil', 'penyandang', 'disabilitas']","['kereta', 'angkut', 'tulis', 'spesial', 'tua', 'hamil', 'sandang', 'disabilitas']",kereta angkut tulis spesial tua hamil sandang disabilitas,5,1
########,1.57e+18,Winoko Christofel,"Jadi inget waktu itu gw dapet duduk di kereta trus ada ibu2 random ngeliatin gw, kayaknya mau duduk... Trus gw liatin balik sambil mikir, ""hmmm belom tua2 amat, sepertinya gak hamil, gak bawa anak, bukan penyandang disabilitas juga...""

Trus yaudah gw maen hp lagi","jadi inget waktu itu gw dapet duduk di kereta trus ada ibu2 random ngeliatin gw, kayaknya mau duduk... trus gw liatin balik sambil mikir, ""hmmm belom tua2 amat, sepertinya gak hamil, gak bawa anak, bukan penyandang disabilitas juga...""

trus yaudah gw maen hp lagi",jadi inget waktu itu gw dapet duduk di kereta trus ada ibu random ngeliatin gw kayaknya mau duduk trus gw liatin balik sambil mikir hmmm belom tua amat sepertinya gak hamil gak bawa anak bukan penyandang disabilitas juga trus yaudah gw maen hp lagi,"['jadi', 'inget', 'waktu', 'itu', 'gw', 'dapet', 'duduk', 'di', 'kereta', 'trus', 'ada', 'ibu', 'random', 'ngeliatin', 'gw', 'kayaknya', 'mau', 'duduk', 'trus', 'gw', 'liatin', 'balik', 'sambil', 'mikir', 'hmmm', 'belom', 'tua', 'amat', 'sepertinya', 'gak', 'hamil', 'gak', 'bawa', 'anak', 'bukan', 'penyandang', 'disabilitas', 'juga', 'trus', 'yaudah', 'gw', 'maen', 'hp', 'lagi']","['inget', 'dapet', 'duduk', 'kereta', 'random', 'ngeliatin', 'kayaknya', 'duduk', 'liatin', 'mikir', 'belom', 'tua', 'gak', 'hamil', 'gak', 'bawa', 'anak', 'penyandang', 'disabilitas', 'yaudah', 'maen', 'hp']","['inget', 'dapat', 'duduk', 'kereta', 'random', 'lihat', 'sepertinya', 'duduk', 'liatin', 'pikir', 'belom', 'tua', 'tidak', 'hamil', 'tidak', 'bawa', 'anak', 'penyandang', 'disabilitas', 'yaudah', 'main', 'hp']","['inget', 'dapat', 'duduk', 'kereta', 'random', 'lihat', 'seperti', 'duduk', 'liatin', 'pikir', 'bom', 'tua', 'tidak', 'hamil', 'tidak', 'bawa', 'anak', 'sandang', 'disabilitas', 'yaudah', 'main', 'hp']",inget dapat duduk kereta random lihat seperti duduk liatin pikir bom tua tidak hamil tidak bawa anak sandang disabilitas yaudah main hp,-14,0
########,1.57e+18,Agung dwi prasetyo,"Terakhir gua naek kereta begini. Lagi enak tidur2 di bangunin buat gantian ama cewe. Klo lansia, disabilitas, emak2 bawa anak kecil atau emang yang pantes buat duduk, ya gua biasa aja. Pasti gua kasih. Lah ini mbak2 muka melas masih muda sehat wal afiat. Keselnye ampe skrg.","terakhir gua naek kereta begini. lagi enak tidur2 di bangunin buat gantian ama cewe. klo lansia, disabilitas, emak2 bawa anak kecil atau emang yang pantes buat duduk, ya gua biasa aja. pasti gua kasih. lah ini mbak2 muka melas masih muda sehat wal afiat. keselnye ampe skrg.",terakhir gua naek kereta begini lagi enak tidur di bangunin buat gantian ama cewe klo lansia disabilitas emak bawa anak kecil atau emang yang pantes buat duduk ya gua biasa aja pasti gua kasih lah ini mbak muka melas masih muda sehat wal afiat keselnye ampe skrg,"['terakhir', 'gua', 'naek', 'kereta', 'begini', 'lagi', 'enak', 'tidur', 'di', 'bangunin', 'buat', 'gantian', 'ama', 'cewe', 'klo', 'lansia', 'disabilitas', 'emak', 'bawa', 'anak', 'kecil', 'atau', 'emang', 'yang', 'pantes', 'buat', 'duduk', 'ya', 'gua', 'biasa', 'aja', 'pasti', 'gua', 'kasih', 'lah', 'ini', 'mbak', 'muka', 'melas', 'masih', 'muda', 'sehat', 'wal', 'afiat', 'keselnye', 'ampe', 'skrg']","['gua', 'naek', 'kereta', 'tidur', 'bangunin', 'gantian', 'cewe', 'lansia', 'disabilitas', 'emak', 'bawa', 'anak', 'emang', 'pantes', 'duduk', 'gua', 'gua', 'kasih', 'mbak', 'muka', 'melas', 'muda', 'sehat', 'afiat', 'keselnye']","['saya', 'naik', 'kereta', 'tidur', 'bangun', 'gantian', 'cewek', 'lansia', 'disabilitas', 'emak', 'bawa', 'anak', 'memang', 'pantes', 'duduk', 'saya', 'saya', 'kasih', 'mbak', 'muka', 'melas', 'muda', 'sehat', 'afiat', 'kesal']","['saya', 'naik', 'kereta', 'tidur', 'bangun', 'ganti', 'cewek', 'lansia', 'disabilitas', 'emak', 'bawa', 'anak', 'memang', 'pantes', 'duduk', 'saya', 'saya', 'kasih', 'mbak', 'muka', 'melas', 'muda', 'sehat', 'afiat', 'kesal']",saya naik kereta tidur bangun ganti cewek lansia disabilitas emak bawa anak memang pantes duduk saya saya kasih mbak muka melas muda sehat afiat kesal,-10,0
